country,continent,year,gdp_pc,life_exp,pop,lgdp_pc,lgdp_pc_change
New Zealand ,Oceania ,1972,16046.04,71.89,2929100,9.683217,.27014828
New Zealand ,Oceania ,1977,16233.72,72.22,3164900,9.6948462,.2087183
New Zealand ,Oceania ,1982,17632.41,73.84,3210650,9.7774944,.19808197
New Zealand ,Oceania ,1987,19007.19,74.31999999999999,3317166,9.8525724,.16935539
New Zealand ,Oceania ,1992,18363.32,76.33,3437674,9.8181105,.12326431
New Zealand ,Oceania ,1997,21050.41,77.55,3676187,9.9546757,.17718124
New Zealand ,Oceania ,2002,23189.8,79.11,3908037,10.051468,.19889545
New Zealand ,Oceania ,2007,25185.01,80.2,4115771,10.134005,.31589413
Nicaragua ,Americas ,1952,3112.36,42.31,1165790,8.0431366,
Nicaragua ,Americas ,1957,3457.42,45.43,1358828,8.1482782,
Nicaragua ,Americas ,1962,3634.36,48.63,1590597,8.1981888,
Nicaragua ,Americas ,1967,4643.39,51.88,1865490,8.4432001,.40006351
Nicaragua ,Americas ,1972,4688.59,55.15,2182908,8.4528875,.3046093
Nicaragua ,Americas ,1977,5486.37,57.47,2554598,8.6100225,.41183376
Nicaragua ,Americas ,1982,3470.34,59.3,2979423,8.1520081,-.29119205
Nicaragua ,Americas ,1987,2955.98,62.01,3344353,7.9915857,-.4613018
Nicaragua ,Americas ,1992,2170.15,65.84,4017939,7.6825514,-.92747116
Nicaragua ,Americas ,1997,2253.02,68.43000000000001,4609572,7.720027,-.43198109
Nicaragua ,Americas ,2002,2474.55,70.84,5146848,7.8138137,-.17777205
Nicaragua ,Americas ,2007,2749.32,72.90000000000001,5675356,7.9191089,.23655748
Niger ,Africa ,1952,761.88,37.44,3379468,6.6357889,
Niger ,Africa ,1957,835.52,38.6,3692184,6.7280545,
Niger ,Africa ,1962,997.77,39.49,4076008,6.9055228,
Niger ,Africa ,1967,1054.38,40.12,4534062,6.9607081,.32491922
Niger ,Africa ,1972,954.21,40.55,5060262,6.8608837,.13282919
Niger ,Africa ,1977,808.9,41.29,5682086,6.6956754,-.20984745
Niger ,Africa ,1982,909.72,42.6,6437188,6.8131371,-.14757109
Niger ,Africa ,1987,668.3,44.56,7332638,6.5047374,-.35614634
Niger ,Africa ,1992,581.18,47.39,8392818,6.3650603,-.33061504
Niger ,Africa ,1997,580.3099999999999,51.31,9666252,6.3635626,-.44957447
Niger ,Africa ,2002,601.0700000000001,54.5,11140655,6.3987112,-.10602617
Niger ,Africa ,2007,619.68,56.87,12894865,6.429203,.064142704
Nigeria ,Africa ,1952,1077.28,36.32,33119096,6.9821944,
Nigeria ,Africa ,1957,1100.59,37.8,37173340,7.0036016,
Nigeria ,Africa ,1962,1150.93,39.36,41871351,7.0483255,
Nigeria ,Africa ,1967,1014.51,41.04,47287752,6.9221611,-.060033321
Nigeria ,Africa ,1972,1698.39,42.82,53740085,7.4374361,.43383455
Nigeria ,Africa ,1977,1981.95,44.51,62209173,7.5918365,.54351091
Nigeria ,Africa ,1982,1576.97,45.83,73039376,7.3632607,.44109964
Nigeria ,Africa ,1987,1385.03,46.89,81551520,7.2334771,-.20395899
Nigeria ,Africa ,1992,1619.85,47.47,93364244,7.390089,-.20174742
Nigeria ,Africa ,1997,1624.94,47.46,106207839,7.3932261,.029965401
Nigeria ,Africa ,2002,1615.29,46.61,119901274,7.38727,.15379286
Nigeria ,Africa ,2007,2013.98,46.86,135031164,7.6078682,.21777916
Norway ,Europe ,1952,10095.42,72.67,3327728,9.2198372,
Norway ,Europe ,1957,11653.97,73.44,3491938,9.3634024,
Norway ,Europe ,1962,13450.4,73.47,3638919,9.5067644,
Norway ,Europe ,1967,16361.88,74.08,3786019,9.7027092,.48287201
Norway ,Europe ,1972,18965.06,74.34,3933004,9.8503532,.48695087
Norway ,Europe ,1977,23311.35,75.37,4043205,10.056696,.54993153
Norway ,Europe ,1982,26298.64,75.97,4114787,10.177273,.4745636
Norway ,Europe ,1987,31540.97,75.89,4186147,10.359042,.50868893
Norway ,Europe ,1992,33965.66,77.31999999999999,4286357,10.433105,.37640953
Norway ,Europe ,1997,41283.16,78.31999999999999,4405672,10.62821,.45093727
Norway ,Europe ,2002,44683.98,79.05,4535591,10.707371,.34832859
Norway ,Europe ,2007,49357.19,80.2,4627926,10.806839,.37373352
Oman ,Asia ,1952,1828.23,37.58,507833,7.5111036,
Oman ,Asia ,1957,2242.75,40.08,561977,7.7154579,
Oman ,Asia ,1962,2924.64,43.17,628164,7.9809265,
Oman ,Asia ,1967,4720.94,46.99,714775,8.4597635,.9486599
Oman ,Asia ,1972,10618.04,52.14,829050,9.2703094,1.5548515
Oman ,Asia ,1977,11848.34,57.37,1004533,9.3799429,1.3990164
Oman ,Asia ,1982,12954.79,62.73,1301048,9.4692211,1.0094576
Oman ,Asia ,1987,18115.22,67.73,1593882,9.8045082,.53419876
Oman ,Asia ,1992,18616.71,71.2,1915208,9.8318148,.45187187
Oman ,Asia ,1997,19702.06,72.5,2283635,9.8884783,.41925716
Oman ,Asia ,2002,19774.84,74.19,2713462,9.8921661,.087657928
Oman ,Asia ,2007,22316.19,75.64,3204897,10.013067,.18125248
Pakistan ,Asia ,1952,684.6,43.44,41346560,6.5288348,
Pakistan ,Asia ,1957,747.08,45.56,46679944,6.6161723,
Pakistan ,Asia ,1962,803.34,47.67,53100671,6.6887779,
Pakistan ,Asia ,1967,942.41,49.8,60641899,6.8484406,.31960583
Pakistan ,Asia ,1972,1049.94,51.93,69325921,6.9564881,.34031582
Pakistan ,Asia ,1977,1175.92,54.04,78152686,7.0698061,.38102818
Pakistan ,Asia ,1982,1443.43,56.16,91462088,7.2747774,.42633677
Pakistan ,Asia ,1987,1704.69,58.25,105186881,7.4411387,.48465061
Pakistan ,Asia ,1992,1971.83,60.84,120065004,7.5867171,.51691103
Pakistan ,Asia ,1997,2049.35,61.82,135564834,7.625278,.35050058
Pakistan ,Asia ,2002,2092.71,63.61,153403524,7.646215,.20507622
Pakistan ,Asia ,2007,2605.95,65.48,169270617,7.8655524,.2788353
Panama ,Americas ,1952,2480.38,55.19,940080,7.8161669,
Panama ,Americas ,1957,2961.8,59.2,1063506,7.9935527,
Panama ,Americas ,1962,3536.54,61.82,1215725,8.1709042,
Panama ,Americas ,1967,4421.01,64.06999999999999,1405486,8.3941231,.5779562
Panama ,Americas ,1972,5364.25,66.22,1616384,8.587512,.59395933
Panama ,Americas ,1977,5351.91,68.68000000000001,1839782,8.5852089,.41430473
Panama ,Americas ,1982,7009.6,70.47,2036305,8.8550358,.4609127
Panama ,Americas ,1987,7034.78,71.52,2253639,8.8586216,.27110958
Panama ,Americas ,1992,6618.74,72.45999999999999,2484997,8.7976599,.21245098
Panama ,Americas ,1997,7113.69,73.73999999999999,2734531,8.8697767,.014740944
Panama ,Americas ,2002,7356.03,74.70999999999999,2990875,8.9032755,.044653893
Panama ,Americas ,2007,9809.190000000001,75.54000000000001,3242173,9.1910753,.39341545
Paraguay ,Americas ,1952,1952.31,62.65,1555876,7.5767684,
Paraguay ,Americas ,1957,2046.15,63.2,1770902,7.6237154,
Paraguay ,Americas ,1962,2148.03,64.36,2009813,7.6723065,
Paraguay ,Americas ,1967,2299.38,64.95,2287985,7.7403946,.16362619
Paraguay ,Americas ,1972,2523.34,65.81999999999999,2614104,7.8333387,.20962334
Paraguay ,Americas ,1977,3248.37,66.34999999999999,2984494,8.0859089,.41360235
Paraguay ,Americas ,1982,4258.5,66.87,3366439,8.3566723,.61627769
Paraguay ,Americas ,1987,3998.88,67.38,3886512,8.2937698,.4604311
Paraguay ,Americas ,1992,4196.41,68.23,4483945,8.3419847,.25607586
Paraguay ,Americas ,1997,4247.4,69.40000000000001,5154123,8.3540621,-.0026102066
Paraguay ,Americas ,2002,3783.67,70.76000000000001,5884491,8.2384501,-.055319786
Paraguay ,Americas ,2007,4172.84,71.75,6667147,8.3363523,-.0056324005
Peru ,Americas ,1952,3758.52,43.9,8025700,8.231781,
Peru ,Americas ,1957,4245.26,46.26,9146100,8.3535585,
Peru ,Americas ,1962,4957.04,49.1,10516500,8.508564,
Peru ,Americas ,1967,5788.09,51.45,12132200,8.663558,.431777
Peru ,Americas ,1972,5937.83,55.45,13954700,8.6890993,.33554077
Peru ,Americas ,1977,6281.29,58.45,15990099,8.7453308,.23676682
Peru ,Americas ,1982,6434.5,61.41,18125129,8.7694292,.1058712
Peru ,Americas ,1987,6360.94,64.13,20195924,8.7579317,.068832397
Peru ,Americas ,1992,4446.38,66.45999999999999,22430449,8.3998451,-.34548569
Peru ,Americas ,1997,5838.35,68.39,24748122,8.6722031,-.097226143
Peru ,Americas ,2002,5909.02,69.91,26769436,8.6842356,-.073696136
Peru ,Americas ,2007,7408.91,71.42,28674757,8.9104385,.51059341
Philippines ,Asia ,1952,1272.88,47.75,22438691,7.1490374,
Philippines ,Asia ,1957,1547.94,51.33,26072194,7.3446803,
Philippines ,Asia ,1962,1649.55,54.76,30325264,7.408258,
Philippines ,Asia ,1967,1814.13,56.39,35356600,7.5033612,.35432386
Philippines ,Asia ,1972,1989.37,58.07,40850141,7.5955734,.25089312
Philippines ,Asia ,1977,2373.2,60.06,46850962,7.7719946,.36373663
Philippines ,Asia ,1982,2603.27,62.08,53456774,7.8645234,.36116219
Philippines ,Asia ,1987,2189.63,64.15000000000001,60017788,7.6914878,.095914364
Philippines ,Asia ,1992,2279.32,66.45999999999999,67185766,7.7316322,-.040362358
Philippines ,Asia ,1997,2536.53,68.56,75012988,7.8385525,-.025970936
Philippines ,Asia ,2002,2650.92,70.3,82995088,7.8826618,.19117403
Philippines ,Asia ,2007,3190.48,71.69,91077287,8.0679264,.33629417
Poland ,Europe ,1952,4029.33,61.31,25730551,8.3013554,
Poland ,Europe ,1957,4734.25,65.77,28235346,8.4625788,
Poland ,Europe ,1962,5338.75,67.64,30329617,8.5827465,
Poland ,Europe ,1967,6557.15,69.61,31785378,8.788311,.48695564
Poland ,Europe ,1972,8006.51,70.84999999999999,33039545,8.9880104,.52543163
Poland ,Europe ,1977,9508.139999999999,70.67,34621254,9.1599035,.57715702
Poland ,Europe ,1982,8451.530000000001,71.31999999999999,36227381,9.0421028,.25379181
Poland ,Europe ,1987,9082.35,70.98,37740710,9.1140881,.12607765
Poland ,Europe ,1992,7738.88,70.98999999999999,38370697,8.9540119,-.20589161
Poland ,Europe ,1997,10159.58,72.75,38654957,9.2261724,.18406963
Poland ,Europe ,2002,12002.24,74.67,38625976,9.392849,.27876091
Poland ,Europe ,2007,15389.92,75.56,38518241,9.641468,.68745613
Portugal ,Europe ,1952,3068.32,59.82,8526050,8.0288858,
Portugal ,Europe ,1957,3774.57,61.51,8817650,8.236042,
Portugal ,Europe ,1962,4727.95,64.39,9019800,8.4612474,
Portugal ,Europe ,1967,6361.52,66.59999999999999,9103000,8.7580223,.72913647
Portugal ,Europe ,1972,9022.25,69.26000000000001,8970450,9.1074486,.87140656
Portugal ,Europe ,1977,10172.49,70.41,9662600,9.2274427,.7661953
Portugal ,Europe ,1982,11753.84,72.77,9859650,9.3719349,.61391258
Portugal ,Europe ,1987,13039.31,74.06,9915289,9.4757242,.36827564
Portugal ,Europe ,1992,16207.27,74.86,9927680,9.6932154,.46577263
Portugal ,Europe ,1997,17641.03,75.97,10156415,9.7779827,.40604782
Portugal ,Europe ,2002,19970.91,77.29000000000001,10433867,9.9020319,.42630768
Portugal ,Europe ,2007,20509.65,78.09999999999999,10642836,9.9286509,.23543549
Puerto Rico ,Americas ,1952,3081.96,64.28,2227000,8.0333214,
Puerto Rico ,Americas ,1957,3907.16,68.54000000000001,2260000,8.270566,
Puerto Rico ,Americas ,1962,5108.34,69.62,2448046,8.5386295,
Puerto Rico ,Americas ,1967,6929.28,71.09999999999999,2648961,8.8435116,.8101902
Puerto Rico ,Americas ,1972,9123.040000000001,72.16,2847132,9.1185579,.84799194
Puerto Rico ,Americas ,1977,9770.52,73.44,3080828,9.1871252,.64849567
Puerto Rico ,Americas ,1982,10330.99,73.75,3279001,9.2429037,.39939213
Puerto Rico ,Americas ,1987,12281.34,74.63,3444468,9.4158363,.2972784
Puerto Rico ,Americas ,1992,14641.59,73.91,3585176,9.5916214,.40449619
Puerto Rico ,Americas ,1997,16999.43,74.92,3759430,9.7409353,.49803162
Puerto Rico ,Americas ,2002,18855.61,77.78,3859606,9.8445654,.42872906
Puerto Rico ,Americas ,2007,19328.71,78.75,3942491,9.8693466,.27772522
Reunion ,Africa ,1952,2718.89,52.72,257700,7.907979,
Reunion ,Africa ,1957,2769.45,55.09,308700,7.926404,
Reunion ,Africa ,1962,3173.72,57.67,358900,8.0626593,
Reunion ,Africa ,1967,4021.18,60.54,414024,8.2993307,.3913517
Reunion ,Africa ,1972,5047.66,64.27,461633,8.52668,.60027599
Reunion ,Africa ,1977,4319.8,67.06,492095,8.3709641,.30830479
Reunion ,Africa ,1982,5267.22,69.89,517810,8.5692577,.26992702
Reunion ,Africa ,1987,5303.38,71.91,562035,8.5760994,.049419403
Reunion ,Africa ,1992,6101.26,73.62,622191,8.7162504,.34528637
Reunion ,Africa ,1997,6071.94,74.77,684810,8.7114334,.14217567
Reunion ,Africa ,2002,6316.17,75.73999999999999,743981,8.7508678,.17476845
Reunion ,Africa ,2007,7670.12,76.44,798094,8.9450874,.22883701
Romania ,Europe ,1952,3144.61,61.05,16630000,8.0534449,
Romania ,Europe ,1957,3943.37,64.09999999999999,17829327,8.2797909,
Romania ,Europe ,1962,4735,66.8,18680721,8.4627371,
Romania ,Europe ,1967,6470.87,66.8,19284814,8.7750654,.72162056
Romania ,Europe ,1972,8011.41,69.20999999999999,20662648,8.9886217,.70883083
Romania ,Europe ,1977,9356.4,69.45999999999999,21658597,9.143816,.68107891
Romania ,Europe ,1982,9605.309999999999,69.66,22356726,9.1700716,.39500618
Romania ,Europe ,1987,9696.27,69.53,22686371,9.1794968,.19087505
Romania ,Europe ,1992,6598.41,69.36,22797027,8.7945843,-.34923172
Romania ,Europe ,1997,7346.55,69.72,22562458,8.9019861,-.26808548
Romania ,Europe ,2002,7885.36,71.31999999999999,22404337,8.9727631,-.2067337
Romania ,Europe ,2007,10808.48,72.48,22276056,9.2880859,.49350166
Rwanda ,Africa ,1952,493.32,40,2534927,6.201158,
Rwanda ,Africa ,1957,540.29,41.5,2822082,6.2921062,
Rwanda ,Africa ,1962,597.47,43,3051242,6.392704,
Rwanda ,Africa ,1967,510.96,44.1,3451079,6.2362914,.035133362
Rwanda ,Africa ,1972,590.58,44.6,3992121,6.3811049,.088998795
Rwanda ,Africa ,1977,670.08,45,4657072,6.5073972,.11469316
Rwanda ,Africa ,1982,881.5700000000001,46.22,5507565,6.7817044,.54541302
Rwanda ,Africa ,1987,847.99,44.02,6349365,6.7428689,.36176395
Rwanda ,Africa ,1992,737.0700000000001,23.6,7290203,6.6026831,.095285892
Rwanda ,Africa ,1997,589.9400000000001,36.09,7212583,6.3800206,-.40168381
Rwanda ,Africa ,2002,785.65,43.41,7852401,6.6665115,-.076357365
Rwanda ,Africa ,2007,863.09,46.24,8860588,6.760519,.15783596
Sao Tome and Principe ,Africa ,1952,879.58,46.47,60011,6.7794447,
Sao Tome and Principe ,Africa ,1957,860.74,48.95,61325,6.7577925,
Sao Tome and Principe ,Africa ,1962,1071.55,51.89,65345,6.9768615,
Sao Tome and Principe ,Africa ,1967,1384.84,54.43,70787,7.2333398,.45389509
Sao Tome and Principe ,Africa ,1972,1532.99,56.48,76595,7.3349752,.57718277
Sao Tome and Principe ,Africa ,1977,1737.56,58.55,86796,7.460237,.48337555
Sao Tome and Principe ,Africa ,1982,1890.22,60.35,98593,7.5444484,.31110859
Sao Tome and Principe ,Africa ,1987,1516.53,61.73,110812,7.3241801,-.010795116
Sao Tome and Principe ,Africa ,1992,1428.78,62.74,125911,7.2645764,-.19566059
Sao Tome and Principe ,Africa ,1997,1339.08,63.31,145608,7.199738,-.34471035
Sao Tome and Principe ,Africa ,2002,1353.09,64.34,170372,7.210146,-.11403418
Sao Tome and Principe ,Africa ,2007,1598.44,65.53,199579,7.3767834,.11220694
Saudi Arabia ,Asia ,1952,6459.55,39.88,4005677,8.7733145,
Saudi Arabia ,Asia ,1957,8157.59,42.87,4419650,9.0067043,
Saudi Arabia ,Asia ,1962,11626.42,45.91,4943029,9.3610353,
Saudi Arabia ,Asia ,1967,16903.05,49.9,5618198,9.7352495,.96193504
Saudi Arabia ,Asia ,1972,24837.43,53.89,6472756,10.120107,1.1134024
Saudi Arabia ,Asia ,1977,34167.76,58.69,8128505,10.439037,1.078002
Saudi Arabia ,Asia ,1982,33693.18,63.01,11254672,10.425051,.68980122
Saudi Arabia ,Asia ,1987,21198.26,66.3,14619745,9.9616747,-.15843201
Saudi Arabia ,Asia ,1992,24841.62,68.77,16945857,10.120275,-.31876183
Saudi Arabia ,Asia ,1997,20586.69,70.53,21229759,9.9323997,-.49265099
Saudi Arabia ,Asia ,2002,19014.54,71.63,24501530,9.8529596,-.10871506
Saudi Arabia ,Asia ,2007,21654.83,72.78,27601038,9.9829836,-.13729191
Senegal ,Africa ,1952,1450.36,37.28,2755589,7.2795672,
Senegal ,Africa ,1957,1567.65,39.33,3054547,7.3573332,
Senegal ,Africa ,1962,1654.99,41.45,3430243,7.41155,
Senegal ,Africa ,1967,1612.4,43.56,3965841,7.385479,.10591173
Senegal ,Africa ,1972,1597.71,45.82,4588696,7.3763266,.018993378
Senegal ,Africa ,1977,1561.77,48.88,5260855,7.3535752,-.057974815
Senegal ,Africa ,1982,1518.48,52.38,6147783,7.3254652,-.060013771
Senegal ,Africa ,1987,1441.72,55.77,7171347,7.273592,-.10273457
Senegal ,Africa ,1992,1367.9,58.2,8307920,7.2210321,-.13254309
Senegal ,Africa ,1997,1392.37,60.19,9535314,7.2387624,-.086702824
Senegal ,Africa ,2002,1519.64,61.6,10870037,7.3262286,.052636623
Senegal ,Africa ,2007,1712.47,63.06,12267493,7.4456921,.22465992
Serbia ,Europe ,1952,3581.46,58,6860147,8.183526,
Serbia ,Europe ,1957,4981.09,61.69,7271135,8.5134039,
Serbia ,Europe ,1962,6289.63,64.53,7616060,8.7466574,
Serbia ,Europe ,1967,7991.71,66.91,7971222,8.9861603,.80263424
Serbia ,Europe ,1972,10522.07,68.7,8313288,9.2612305,.74782658
Serbia ,Europe ,1977,12980.67,70.3,8686367,9.4712162,.72455883
Serbia ,Europe ,1982,15181.09,70.16,9032824,9.6278057,.64164543
Serbia ,Europe ,1987,15870.88,71.22,9230783,9.6722412,.41101074
Serbia ,Europe ,1992,9325.07,71.66,9826397,9.1404619,-.33075428
Serbia ,Europe ,1997,7914.32,72.23,10336594,8.976429,-.65137672
Serbia ,Europe ,2002,7236.08,73.20999999999999,10111559,8.8868351,-.78540611
Serbia ,Europe ,2007,9786.530000000001,74,10150265,9.1887627,.048300743
Sierra Leone ,Africa ,1952,879.79,30.33,2143249,6.7796831,
Sierra Leone ,Africa ,1957,1004.48,31.57,2295678,6.9122252,
Sierra Leone ,Africa ,1962,1116.64,32.77,2467895,7.0180793,
Sierra Leone ,Africa ,1967,1206.04,34.11,2662190,7.0950975,.31541443
Sierra Leone ,Africa ,1972,1353.76,35.4,2879013,7.2106414,.29841614
Sierra Leone ,Africa ,1977,1348.29,36.79,3140897,7.2065926,.18851328
Sierra Leone ,Africa ,1982,1465.01,38.45,3464522,7.2896175,.19452
Sierra Leone ,Africa ,1987,1294.45,40.01,3868905,7.1658411,-.044800282
Sierra Leone ,Africa ,1992,1068.7,38.33,4260884,6.9741983,-.23239422
Sierra Leone ,Africa ,1997,574.65,39.9,4578212,6.3537612,-.93585634
Sierra Leone ,Africa ,2002,699.49,41.01,5359092,6.5503516,-.61548948
Sierra Leone ,Africa ,2007,862.54,42.57,6144562,6.7598815,-.21431684
Singapore ,Asia ,1952,2315.14,60.4,1127000,7.7472253,
Singapore ,Asia ,1957,2843.1,63.18,1445929,7.9526501,
Singapore ,Asia ,1962,3674.74,65.8,1750200,8.2092381,
Singapore ,Asia ,1967,4977.42,67.95,1977600,8.5126667,.76544142
Singapore ,Asia ,1972,8597.76,69.52,2152400,9.0592566,1.1066065
Singapore ,Asia ,1977,11210.09,70.8,2325300,9.3245697,1.1153316
Singapore ,Asia ,1982,15169.16,71.76000000000001,2651869,9.6270199,1.1143532
Singapore ,Asia ,1987,18861.53,73.56,2794552,9.8448801,.78562355
Singapore ,Asia ,1992,24769.89,75.79000000000001,3235865,10.117384,.79281425
Singapore ,Asia ,1997,33519.48,77.16,3802309,10.419882,.79286194
Singapore ,Asia ,2002,36023.11,78.77,4197776,10.491916,.6470356
Singapore ,Asia ,2007,47143.18,79.97,4553009,10.760944,.64356041
Slovak Republic ,Europe ,1952,5074.66,64.36,3558137,8.5320148,
Slovak Republic ,Europe ,1957,6093.26,67.45,3844277,8.7149382,
Slovak Republic ,Europe ,1962,7481.11,70.33,4237384,8.9201365,
Slovak Republic ,Europe ,1967,8412.9,70.98,4442238,9.0375214,.50550652
Slovak Republic ,Europe ,1972,9674.17,70.34999999999999,4593433,9.1772146,.46227646
Slovak Republic ,Europe ,1977,10922.66,70.45,4827803,9.2985945,.37845802
Slovak Republic ,Europe ,1982,11348.55,70.8,5048043,9.3368454,.29932404
Slovak Republic ,Europe ,1987,12037.27,71.08,5199318,9.3957634,.21854877
Slovak Republic ,Europe ,1992,9498.469999999999,71.38,5302888,9.158886,-.13970852
Slovak Republic ,Europe ,1997,12126.23,72.70999999999999,5383010,9.4031258,.066280365
Slovak Republic ,Europe ,2002,13638.78,73.8,5410052,9.5206728,.1249094
Slovak Republic ,Europe ,2007,18678.31,74.66,5447502,9.8351183,.67623234
Slovenia ,Europe ,1952,4215.04,65.56999999999999,1489518,8.3464146,
Slovenia ,Europe ,1957,5862.28,67.84999999999999,1533070,8.6762943,
Slovenia ,Europe ,1962,7402.3,69.15000000000001,1582962,8.9095459,
Slovenia ,Europe ,1967,9405.49,69.18000000000001,1646912,9.1490488,.80263424
Slovenia ,Europe ,1972,12383.49,69.81999999999999,1694510,9.424119,.74782467
Slovenia ,Europe ,1977,15277.03,70.97,1746919,9.6341057,.72455978
Slovenia ,Europe ,1982,17866.72,71.06,1861252,9.7906952,.64164639
Slovenia ,Europe ,1987,18678.53,72.25,1945870,9.8351297,.41101074
Slovenia ,Europe ,1992,14214.72,73.64,1999210,9.5620337,-.072072029
Slovenia ,Europe ,1997,17161.11,75.13,2011612,9.7504015,-.040293694
Slovenia ,Europe ,2002,20660.02,76.66,2011497,9.935956,.10082626
Slovenia ,Europe ,2007,25768.26,77.93000000000001,2009245,10.156898,.59486485
Somalia ,Africa ,1952,1135.75,32.98,2526994,7.0350485,
Somalia ,Africa ,1957,1258.15,34.98,2780415,7.1373978,
Somalia ,Africa ,1962,1369.49,36.98,3080153,7.2221937,
Somalia ,Africa ,1967,1284.73,38.98,3428839,7.1583037,.12325525
Somalia ,Africa ,1972,1254.58,40.97,3840161,7.1345563,-.0028414726
Somalia ,Africa ,1977,1450.99,41.97,4353666,7.2800012,.057807446
Somalia ,Africa ,1982,1176.81,42.96,5828892,7.0705628,-.087740898
Somalia ,Africa ,1987,1093.24,44.5,6921858,6.996901,-.13765526
Somalia ,Africa ,1992,926.96,39.66,6099799,6.8319106,-.44809055
Somalia ,Africa ,1997,930.6,43.8,6633514,6.8358297,-.2347331
Somalia ,Africa ,2002,882.08,45.94,7753310,6.7822828,-.21461821
Somalia ,Africa ,2007,926.14,48.16,9118773,6.8310256,-.00088500977
South Africa ,Africa ,1952,4725.3,45.01,14264935,8.4606867,
South Africa ,Africa ,1957,5487.1,47.99,16151549,8.6101551,
South Africa ,Africa ,1962,5768.73,49.95,18356657,8.6602068,
South Africa ,Africa ,1967,7114.48,51.93,20997321,8.8698874,.40920067
South Africa ,Africa ,1972,7765.96,53.7,23935810,8.9575052,.34735012
South Africa ,Africa ,1977,8028.65,55.53,27129932,8.9907713,.3305645
South Africa ,Africa ,1982,8568.27,58.16,31140029,9.0558214,.18593407
South Africa ,Africa ,1987,7825.82,60.83,35933379,8.9651842,.0076789856
South Africa ,Africa ,1992,7225.07,61.89,39964159,8.8853121,-.10545921
South Africa ,Africa ,1997,7479.19,60.24,42835005,8.9198799,-.13594151
South Africa ,Africa ,2002,7710.95,53.37,44433622,8.9503965,-.014787674
South Africa ,Africa ,2007,9269.66,49.34,43997828,9.1345024,.24919033
Spain ,Europe ,1952,3834.03,64.94,28549870,8.2516718,
Spain ,Europe ,1957,4564.8,66.66,29841614,8.4261303,
Spain ,Europe ,1962,5693.84,69.69,31158061,8.6471405,
Spain ,Europe ,1967,7993.51,71.44,32850275,8.9863853,.73471355
Spain ,Europe ,1972,10638.75,73.06,34513161,9.2722578,.84612751
Spain ,Europe ,1977,13236.92,74.39,36439000,9.4907656,.84362507
Spain ,Europe ,1982,13926.17,76.3,37983310,9.5415249,.55513954
Spain ,Europe ,1987,15764.98,76.90000000000001,38880702,9.6655464,.39328861
Spain ,Europe ,1992,18603.06,77.56999999999999,39549438,9.8310814,.34031582
Spain ,Europe ,1997,20445.3,78.77,39855442,9.9255085,.38398361
Spain ,Europe ,2002,24835.47,79.78,40152517,10.120028,.45448208
Spain ,Europe ,2007,28821.06,80.94,40448191,10.268862,.43778038
Sri Lanka ,Asia ,1952,1083.53,57.59,7982342,6.9879794,
Sri Lanka ,Asia ,1957,1072.55,61.46,9128546,6.9777942,
Sri Lanka ,Asia ,1962,1074.47,62.19,10421936,6.9795828,
Sri Lanka ,Asia ,1967,1135.51,64.27,11737396,7.0348372,.046857834
Sri Lanka ,Asia ,1972,1213.4,65.04000000000001,13016733,7.1011815,.12338734
Sri Lanka ,Asia ,1977,1348.78,65.95,14116836,7.2069559,.22737312
Sri Lanka ,Asia ,1982,1648.08,68.76000000000001,15410151,7.4073663,.37252903
Sri Lanka ,Asia ,1987,1876.77,69.01000000000001,16495304,7.5373073,.43612576
Sri Lanka ,Asia ,1992,2153.74,70.38,17587060,7.6749611,.46800518
Sri Lanka ,Asia ,1997,2664.48,70.45999999999999,18698655,7.887764,.4803977
Sri Lanka ,Asia ,2002,3015.38,70.81999999999999,19576783,8.0114813,.47417402
Sri Lanka ,Asia ,2007,3970.1,72.40000000000001,20378239,8.2865467,.61158562
Sudan ,Africa ,1952,1615.99,38.64,8504667,7.3877029,
Sudan ,Africa ,1957,1770.34,39.62,9753392,7.4789271,
Sudan ,Africa ,1962,1959.59,40.87,11183227,7.5804906,
Sudan ,Africa ,1967,1688,42.86,12716129,7.4312997,.043596745
Sudan ,Africa ,1972,1659.65,45.08,14597019,7.414362,-.064565182
Sudan ,Africa ,1977,2202.99,47.8,17104986,7.6975708,.11708021
Sudan ,Africa ,1982,1895.54,50.34,20367053,7.5472589,.11595917
Sudan ,Africa ,1987,1507.82,51.74,24725960,7.3184204,-.095941544
Sudan ,Africa ,1992,1492.2,53.56,28227588,7.3080068,-.38956404
Sudan ,Africa ,1997,1632.21,55.37,32160729,7.3976903,-.14956856
Sudan ,Africa ,2002,1993.4,56.37,37090298,7.5975971,.27917671
Sudan ,Africa ,2007,2602.39,58.56,42292929,7.8641853,.55617857
Swaziland ,Africa ,1952,1148.38,41.41,290243,7.0461078,
Swaziland ,Africa ,1957,1244.71,43.42,326741,7.126658,
Swaziland ,Africa ,1962,1856.18,44.99,370006,7.5262761,
Swaziland ,Africa ,1967,2613.1,46.63,420690,7.8682923,.82218456
Swaziland ,Africa ,1972,3364.84,49.55,480105,8.1211357,.99447775
Swaziland ,Africa ,1977,3781.41,52.54,551425,8.2378521,.71157598
Swaziland ,Africa ,1982,3895.38,55.56,649901,8.2675467,.39925432
Swaziland ,Africa ,1987,3984.84,57.68,779348,8.2902527,.16911697
Swaziland ,Africa ,1992,3553.02,58.47,962344,8.1755533,-.062298775
