Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Estimates Start After
Portugal,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,46.354,42.462,41.56,41.498,45.809,47.278,50.117,52.043,56.155,56.658,61.427,67.194,79.293,91.625,100.683,115.421,119.05,120.278,2014
Portugal,General government gross debt,National currency,Billions,"Source: National Statistics Office Latest actual data: 2014 Fiscal assumptions: Portugal: ?For 2014, the general government fiscal balance does not include a one-off transaction arising from banking support, pending a decision on statistical classification by the Instituto Nacional de Estatística (INE)/Eurostat. The projection for 2015 reflects the authorities? 2015 budget and the first half outturn; projections thereafter are based on the IMF staff?s macroeconomic forecast, under the assumption of unchanged policies.? Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government;Local Government;Social Security Funds;Other; Valuation of public debt: Nominal value. Net debt is net of government deposits Primary domestic currency: Euro Data last updated: 09/2015",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,31.831,38.744,39.592,40.79,46.691,51.962,54.259,54.964,55.489,58.657,61.569,68.672,75.456,79.914,85.794,96.469,102.44,120.088,128.191,146.691,173.062,195.69,211.784,219.645,225.287,2014
Portugal,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,56.482,59.955,54.496,53.685,56.678,58.36,57.507,53.698,49.817,49.028,47.926,50.558,52.903,54.676,56.306,60.805,61.619,68.439,71.666,83.609,96.183,111.082,125.764,129.664,130.19,2014
Portugal,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2014 Fiscal assumptions: Portugal: ?For 2014, the general government fiscal balance does not include a one-off transaction arising from banking support, pending a decision on statistical classification by the Instituto Nacional de Estatística (INE)/Eurostat. The projection for 2015 reflects the authorities? 2015 budget and the first half outturn; projections thereafter are based on the IMF staff?s macroeconomic forecast, under the assumption of unchanged policies.? Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government;Local Government;Social Security Funds;Other; Valuation of public debt: Nominal value. Net debt is net of government deposits Primary domestic currency: Euro Data last updated: 09/2015",8.138,9.925,12.001,15.333,18.829,23.114,28.248,33.283,39.729,46.936,56.356,64.622,72.652,75.98,82.379,89.037,94.351,102.357,111.385,119.639,128.466,135.828,142.631,146.158,152.372,158.653,166.249,175.468,178.873,175.448,179.93,176.167,168.398,169.395,173.044,2014
Portugal,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2014 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Euro Data last updated: 09/2015",-1.064,-4.686,-3.258,-1.632,-0.623,0.38,1.166,0.435,-1.066,0.153,-0.181,-0.716,-0.184,0.233,-2.196,-0.132,-5.383,-7.162,-9.419,-11.303,-12.823,-12.695,-11.429,-11.848,-15.779,-19.532,-22.279,-23.42,-31.921,-25.467,-24.232,-14.711,-4.331,3.164,1.268,2014
Portugal,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-3.263,-14.427,-10.62,-5.774,-2.401,1.395,3.077,0.918,-1.922,0.256,-0.228,-0.797,-0.17,0.245,-2.202,-0.111,-4.388,-6.108,-7.585,-8.856,-10.802,-10.435,-8.485,-7.168,-8.329,-9.883,-10.673,-9.738,-12.126,-10.422,-10.15,-6.002,-2.001,1.406,0.551,2014
Slovak Republic,"Gross domestic product, constant prices",National currency,Billions,"Source: Haver Analytics. Eurostat Latest actual data: 2014 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1997 Primary domestic currency: Euro Data last updated: 09/2015",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,31.168,33.102,35.708,38.187,39.884,41.477,41.393,41.896,43.288,45.329,47.782,50.286,53.574,57.999,64.194,67.69,64.109,67.204,69.021,70.127,71.126,72.84,2014
Slovak Republic,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.206,7.872,6.941,4.445,3.994,-0.202,1.213,3.323,4.714,5.411,5.242,6.539,8.259,10.681,5.447,-5.29,4.827,2.704,1.602,1.425,2.41,2014
Slovak Republic,"Gross domestic product, current prices",National currency,Billions,"Source: Haver Analytics. Eurostat Latest actual data: 2014 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1997 Primary domestic currency: Euro Data last updated: 09/2015",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13.914,16.765,19.686,21.952,24.414,26.658,28.542,31.596,34.307,37.345,41.475,46.173,50.398,56.156,62.854,68.156,63.799,67.204,70.16,72.185,73.593,75.215,2014
Slovak Republic,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13.669,15.772,19.951,21.579,21.889,22.799,20.837,20.687,21.384,24.898,34.081,43.188,49.031,57.283,76.86,96.554,88.859,89.18,97.62,92.844,97.743,99.869,2014
Slovak Republic,"Gross domestic product, deflator",Index,,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,44.64,50.644,55.129,57.484,61.212,64.271,68.953,75.416,79.254,82.387,86.8,91.821,94.072,96.823,97.913,100.688,99.516,100,101.649,102.934,103.468,103.26,2014
Slovak Republic,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"5,871.93","6,201.37","6,652.34","7,099.34","7,455.35","7,740.58","7,709.56","7,791.36","8,047.99","8,418.84","8,866.22","9,365.14","9,959.08","10,762.04","11,906.70","12,544.98","11,851.35","12,395.24","12,799.64","12,976.17","13,145.23","13,445.83",2014
Slovak Republic,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,621.24","3,140.64","3,667.39","4,081.02","4,563.58","4,974.94","5,315.96","5,875.92","6,378.32","6,936.00","7,695.91","8,599.14","9,368.70","10,420.08","11,658.23","12,631.25","11,793.97","12,395.24","13,010.77","13,356.90","13,601.15","13,884.18",2014
Slovak Republic,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,575.13","2,954.70","3,716.74","4,011.78","4,091.68","4,254.83","3,880.88","3,847.20","3,975.73","4,624.22","6,323.96","8,043.23","9,114.58","10,629.15","14,256.13","17,894.31","16,426.61","16,448.50","18,103.07","17,179.62","18,064.45","18,435.15",2014
Slovak Republic,Output gap in percent of potential GDP,Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.562,-0.462,0.038,-0.862,3.173,1.742,-2.222,-4.287,-4.891,-4.414,-3.282,-2.796,-1.529,1.298,6.474,7.145,-1.752,0.169,-0.255,-1.024,-1.596,-1.542,2014
Slovak Republic,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,Current international dollar,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,43.575,47.264,52.048,56.677,60.209,63.293,64.132,66.387,70.157,74.592,80.196,86.721,95.364,106.412,120.912,129.999,124.057,131.634,137.985,142.778,147.172,153.195,2014
Slovak Republic,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"8,209.26","8,854.38","9,696.36","10,536.76","11,254.60","11,811.98","11,944.69","12,346.09","13,043.37","13,853.88","14,881.00","16,150.63","17,727.47","19,745.41","22,426.85","24,092.59","22,933.33","24,278.85","25,588.49","26,419.27","27,199.76","28,278.81",2014
Slovak Republic,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.129,0.133,0.139,0.143,0.143,0.145,0.14,0.135,0.136,0.139,0.141,0.14,0.143,0.146,0.154,0.157,0.149,0.149,0.147,0.145,0.142,0.141,2011
Slovak Republic,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.319,0.355,0.378,0.387,0.405,0.421,0.445,0.476,0.489,0.501,0.517,0.532,0.528,0.528,0.52,0.524,0.514,0.511,0.508,0.506,0.5,0.491,2014
Slovak Republic,Total investment,Percent of GDP,,"Source: Haver Analytics. Eurostat Latest actual data: 2014 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1997 Primary domestic currency: Euro Data last updated: 09/2015",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,27.054,23.112,26.414,35.92,36,35.105,29.31,27.601,31.359,30.67,25.74,27.338,29.723,28.904,28.574,28.8,21.198,24.147,25.132,21.029,20.698,20.997,2014
Slovak Republic,Gross national savings,Percent of GDP,,"Source: Haver Analytics. Eurostat Latest actual data: 2014 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1997 Primary domestic currency: Euro Data last updated: 09/2015",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20.13,25.804,26.25,24.049,27.163,25.528,24.884,24.576,23.437,23.125,20.858,21.512,22.428,21.868,23.744,22.343,17.739,19.41,20.148,21.976,22.218,21.047,2014
Slovak Republic,"Inflation, average consumer prices",Index,,Source: Haver Analytics. Eurostat Latest actual data: 2014 Harmonized prices: Yes. 2005=100 Frequency of source data: Monthly Base year: 2005 Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,40.729,46.213,50.79,53.722,56.949,60.762,67.126,75.295,80.678,83.483,90.519,97.262,99.973,104.235,106.214,110.404,111.431,112.209,116.788,121.157,122.929,122.803,2014
Slovak Republic,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13.464,9.905,5.772,6.008,6.695,10.474,12.17,7.149,3.477,8.429,7.449,2.788,4.263,1.899,3.945,0.93,0.698,4.081,3.74,1.463,-0.102,2014
Slovak Republic,"Inflation, end of period consumer prices",Index,,Source: Haver Analytics. Eurostat Latest actual data: 2014 Harmonized prices: Yes. 2005=100 Frequency of source data: Monthly Base year: 2005 Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,43.916,49.096,52.73,55.61,59.09,62.57,71.43,77.43,82.63,85.2,93.07,98.36,102,105.59,108.1,111.87,111.91,113.34,118.56,122.58,123.07,122.92,2014
Slovak Republic,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11.796,7.402,5.462,6.258,5.889,14.16,8.4,6.716,3.11,9.237,5.684,3.701,3.52,2.377,3.488,0.036,1.278,4.606,3.391,0.4,-0.122,2014
Slovak Republic,Volume of imports of goods and services,Percent change,,Source: Haver Analytics. Eurostat Latest actual data: 2014 Base year: 2010 Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-4.733,12.226,17.365,7.879,-1.097,-3.571,6.607,18.945,5.759,7.976,21.593,15.315,19.537,9.444,3.568,-19.101,14.737,9.673,2.574,3.766,4.969,2014
Slovak Republic,Volume of Imports of goods,Percent change,,Source: Haver Analytics. Eurostat Latest actual data: 2014 Base year: 2010 Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-3.066,16.486,20.174,7.746,-4.37,-3.466,9.274,20.613,5.463,8.855,26.201,15.048,20.977,8.824,2.056,-19.418,17.265,11.077,3.034,3.949,4.337,2014
Slovak Republic,Volume of exports of goods and services,Percent change,,Source: Haver Analytics. Eurostat Latest actual data: 2014 Base year: 2010 Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14.758,6.171,-1.355,5.819,-2.611,10.11,7.49,10.636,7.038,18.394,20.857,12.88,22.919,14.603,3.019,-17.02,15.688,12.014,9.343,5.184,4.553,2014
Slovak Republic,Volume of exports of goods,Percent change,,Source: Haver Analytics. Eurostat Latest actual data: 2014 Base year: 2010 Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16.041,11.628,2.774,7.353,-10.721,9.922,11.216,10.533,7.585,26.198,24.559,13.548,24.976,15.549,3.905,-16.175,17.455,12.789,9.246,5.898,4.111,2014
Slovak Republic,Unemployment rate,Percent of total labor force,,Source: Haver Analytics. National Statistical Office Latest actual data: 2014 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12.7,14.6,13.7,12.6,11.882,12.7,16.483,18.875,19.45,18.817,17.7,18.333,16.358,13.458,11.233,9.583,12.117,14.483,13.692,13.975,14.258,13.217,2014
Slovak Republic,Employment,Persons,Millions,Source: Haver Analytics. National Statistical Office Latest actual data: 2014 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.148,2.11,2.147,2.225,2.129,2.119,2.065,2.025,2.037,2.038,2.06,2.056,2.089,2.132,2.177,2.247,2.203,2.17,2.208,2.209,2.192,2.223,2014
Slovak Republic,Population,Persons,Millions,Source: Haver Analytics. National Statistical Office Latest actual data: 2014 Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.308,5.338,5.368,5.379,5.35,5.358,5.369,5.377,5.379,5.384,5.389,5.37,5.379,5.389,5.391,5.396,5.409,5.422,5.392,5.404,5.411,5.417,2014
Slovak Republic,General government revenue,National currency,Billions,Source: Eurostat Latest actual data: 2014 Notes: fiscal data comply with ESA2010 Fiscal assumptions: Projections for 2015 are based on the authorities? 2015 budget as approved by parliament and subsequent changes. Projections for 2016 take into account draft budget presented by the authorities. Projections for 2017 and beyond reflect no policy change scenario. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.821,9.52,10.272,10.699,11.542,12.554,12.993,13.703,15.289,16.256,18.348,19.592,21.463,23.381,22.913,23.184,25.569,25.982,28.259,29.253,2014
Slovak Republic,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,44.81,43.367,42.074,40.133,40.438,39.734,37.872,36.692,36.863,35.207,36.407,34.889,34.147,34.306,35.914,34.498,36.444,35.993,38.4,38.893,2014
Slovak Republic,General government total expenditure,National currency,Billions,Source: Eurostat Latest actual data: 2014 Notes: fiscal data comply with ESA2010 Fiscal assumptions: Projections for 2015 are based on the authorities? 2015 budget as approved by parliament and subsequent changes. Projections for 2016 take into account draft budget presented by the authorities. Projections for 2017 and beyond reflect no policy change scenario. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9.479,11.653,11.778,12.095,13.629,16.379,15.198,16.727,16.416,17.322,19.789,21.595,22.671,24.987,27.969,28.216,28.456,29.018,30.193,31.41,2014
Slovak Republic,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,48.152,53.087,48.242,45.37,47.749,51.839,44.3,44.79,39.581,37.515,39.265,38.455,36.07,36.662,43.839,41.986,40.559,40.199,41.027,41.761,2014
Slovak Republic,General government net lending/borrowing,National currency,Billions,Source: Eurostat Latest actual data: 2014 Notes: fiscal data comply with ESA2010 Fiscal assumptions: Projections for 2015 are based on the authorities? 2015 budget as approved by parliament and subsequent changes. Projections for 2016 take into account draft budget presented by the authorities. Projections for 2017 and beyond reflect no policy change scenario. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.658,-2.134,-1.506,-1.396,-2.087,-3.825,-2.205,-3.024,-1.127,-1.065,-1.441,-2.002,-1.208,-1.606,-5.056,-5.032,-2.887,-3.036,-1.933,-2.157,2014
Slovak Republic,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-3.342,-9.721,-6.169,-5.237,-7.311,-12.104,-6.428,-8.098,-2.718,-2.307,-2.859,-3.565,-1.923,-2.356,-7.925,-7.487,-4.114,-4.206,-2.627,-2.868,2014
Slovak Republic,General government structural balance,National currency,Billions,Source: Eurostat Latest actual data: 2014 Notes: fiscal data comply with ESA2010 Fiscal assumptions: Projections for 2015 are based on the authorities? 2015 budget as approved by parliament and subsequent changes. Projections for 2016 take into account draft budget presented by the authorities. Projections for 2017 and beyond reflect no policy change scenario. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-3.37,-1.612,-1.847,-1.668,-1.682,-1.864,-0.046,-0.598,-0.925,-2.063,-2.84,-3.061,-4.586,-4.67,-3.083,-2.807,-1.475,-2.059,2014
Slovak Republic,General government structural balance,Percent of potential GDP,,See notes for:  General government structural balance (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-14.241,-6.154,-6.328,-5.052,-4.664,-4.772,-0.108,-1.259,-1.808,-3.722,-4.811,-4.813,-7.063,-6.96,-4.383,-3.849,-1.972,-2.695,2014
Slovak Republic,General government primary net lending/borrowing,National currency,Billions,Source: Eurostat Latest actual data: 2014 Notes: fiscal data comply with ESA2010 Fiscal assumptions: Projections for 2015 are based on the authorities? 2015 budget as approved by parliament and subsequent changes. Projections for 2016 take into account draft budget presented by the authorities. Projections for 2017 and beyond reflect no policy change scenario. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.226,-1.614,-0.954,-0.782,-1.271,-2.846,-1.173,-1.926,-0.451,-0.413,-0.891,-1.508,-0.62,-1.019,-4.368,-4.274,-1.943,-1.893,-0.695,-0.898,2014
Slovak Republic,General government primary net lending/borrowing,Percent of GDP,,See notes for:  General government primary net lending/borrowing (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-1.147,-7.352,-3.907,-2.933,-4.453,-9.007,-3.419,-5.158,-1.088,-0.895,-1.767,-2.684,-0.986,-1.495,-6.847,-6.359,-2.77,-2.622,-0.945,-1.194,2014
Slovak Republic,General government net debt,National currency,Billions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,General government net debt,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,General government gross debt,National currency,Billions,Source: Eurostat Latest actual data: 2014 Notes: fiscal data comply with ESA2010 Fiscal assumptions: Projections for 2015 are based on the authorities? 2015 budget as approved by parliament and subsequent changes. Projections for 2016 take into account draft budget presented by the authorities. Projections for 2017 and beyond reflect no policy change scenario. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.052,8.052,8.052,9.029,13.44,15.682,16.554,15.979,17.206,18.726,17.037,17.233,18.758,19.223,22.958,27.504,30.48,37.614,40.174,40.297,2014
Slovak Republic,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,40.905,36.683,32.983,33.869,47.089,49.632,48.252,42.788,41.484,40.557,33.805,30.688,29.844,28.204,35.985,40.926,43.444,52.107,54.59,53.576,2014
Slovak Republic,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,Source: Eurostat Latest actual data: 2014 Notes: fiscal data comply with ESA2010 Fiscal assumptions: Projections for 2015 are based on the authorities? 2015 budget as approved by parliament and subsequent changes. Projections for 2016 take into account draft budget presented by the authorities. Projections for 2017 and beyond reflect no policy change scenario. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government;Local Government;Social Security Funds; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 09/2015,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,13.914,16.765,19.686,21.952,24.414,26.658,28.542,31.596,34.307,37.345,41.475,46.173,50.398,56.156,62.854,68.156,63.799,67.204,70.16,72.185,73.593,75.215,2014
Slovak Republic,Current account balance,U.S. dollars,Billions,"Source: Central Bank. National bank of Slovakia Latest actual data: 2014 Notes: Balance of payments data before 2009 reflect staff estimates to comply with BPM6 pending provision of a longer times series based on BPM6. BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Euro Data last updated: 09/2015",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.651,0.664,0.549,-2.097,-1.934,-2.183,-0.922,-0.626,-1.694,-1.879,-1.664,-2.516,-3.577,-4.03,-3.712,-6.234,-3.074,-4.224,-4.866,0.88,1.486,0.05,2014
Slovak Republic,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-4.765,4.21,2.751,-9.718,-8.837,-9.577,-4.425,-3.025,-7.922,-7.546,-4.882,-5.826,-7.295,-7.036,-4.83,-6.457,-3.459,-4.737,-4.984,0.947,1.52,0.051,2014
Slovenia,"Gross domestic product, constant prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2014 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: Yes, from 2000 Primary domestic currency: Euro Data last updated: 09/2015",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20.067,20.628,21.722,22.612,23.427,24.625,25.434,26.776,27.888,28.711,29.812,30.659,31.994,33.274,35.156,37.597,38.838,35.809,36.252,36.488,35.496,35.121,36.191,2014
Slovenia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.8,5.3,4.1,3.602,5.114,3.286,5.274,4.155,2.95,3.836,2.842,4.352,4.003,5.656,6.942,3.3,-7.797,1.238,0.649,-2.718,-1.058,3.048,2014
Slovenia,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2014 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: Yes, from 2000 Primary domestic currency: Euro Data last updated: 09/2015",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6.419,7.773,9.011,10.522,12.132,13.827,15.337,17.21,18.902,21.147,23.623,25.668,27.673,29.227,31.555,35.153,37.951,36.166,36.252,36.896,35.988,35.908,37.303,2014
Slovenia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19.2,16.564,16.783,21.304,21.493,20.978,22.147,22.746,20.446,20.9,23.603,29.738,34.504,36.401,39.621,48.167,55.853,50.372,48.103,51.338,46.266,47.691,49.57,2014
